;Step SST;Step SDT;Percent Power;;Subcooling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;2.5;;;6;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;11;11
;INPUT BLOCK;;;;;;OUTPUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CID;SST Verd. Temp;SDT Kond. Temperatur;Value Power;SSH Superheat;LLT Leaving Liquid Temp;tapp T approach Economizer;ENTROPY_SUCTION;SPEED_SOUND;DENSITY_SUCTION;ENTHALPY_LIQUID_CONDENSER_EXIT;ENTHALPY_DISCHARGE_ISENTROPIC;ENTHALPY_SUCTION;SPEED_COMPRESSOR;MASS_FLOW_RATE_EVAPORATOR;MASS_FLOW_RATE_MOTOR_COOLING;COEFFICIENT_OF_PERFORMANCE;POWER_INPUT_ELECTRICAL;CAPACITY_EVAPORATOR;TEMPERATURE_SUCT_SAT;TEMPERATURE_DISCH_SAT;TEMPERATURE_SUCT_SUPER_HEAT;TEMPERATURE_CONDENSER_LIQUID_LEAVING;PRESSURE_SUCT_ABSOLUTE;PRESSURE_DISCH_ABSOLUTE;TEMPERATURE_DISCH;PRESSURE_RATIO;POWER_FACTOR;IGV_ANGLE;INPUT_CURRENT;ECON_SAT_TEMP;ECON_INTERSTAGE_P;ECON_CAPACITY;ECON_MASS_FLOW;TEMPERATURE_ECO_LIQUID_LEAVING;ENTHALPY_LIQUID_ECO_EXIT;TOLERANCE;POWER_INPUT_ELECTRICAL;POWER_INPUT_ELECTRICAL
CID=436971887;3;55;0;4;49;9.8;0.779038997;140.5554499;12.76975577;73.98144146;243.5573847;214.0895926;31996.89805;1.342811199;0.030255357;3.058975931;61.50384921;188.1387944;3;55;4;49;241.4641341;1130.616924;64.06536353;4.682338966;0.895850103;109.8840024;104.3092265;26.55790648;522.4973076;25.25461833;0.166286386;36.35790648;73.98144146;7.899896449;52.39578886;83.25990412
CID=2023258804;3;57.5;0;4;51.5;10.3;0.779038997;140.5554499;12.76975577;76.15728489;244.6939736;214.0895926;32612.90138;1.393988125;0.03292495;2.874291875;66.8950849;192.275999;3;57.5;4;51.5;241.4641341;1202.031033;66.69690113;4.978093486;0.900847046;109.3260644;112.8233333;27.58574877;538.7461206;28.46347927;0.189327222;37.88574877;76.15728489;10;58.67743448;84.69160228
CID=-1606301939;3;60;0;4;54;10.8;0.779038997;140.5554499;12.76975577;78.32969882;245.8061092;214.0895926;33518.97138;1.550545099;0.037905074;2.710303202;77.66726533;210.5018379;3;60;4;54;241.4641341;1276.78113;69.29803682;5.287663674;0.907947728;110;129.966955;28.60572737;555.2448559;34.21559343;0.229940886;39.40572737;78.32969882;5;65.47748678;85.33113726
CID=-1505545390;3;62.5;0;4;56.5;11.3;0.779038997;140.5554499;12.76975577;80.49884378;246.893931;214.0895926;34132.92107;1.65457668;0.04156472;2.603188957;84.90975543;221.0361377;3;62.5;4;56.5;241.4641341;1354.972569;71.29435024;5.611485841;0.911172904;110;141.5834758;29.61806636;571.9941242;39.30379478;0.266902681;40.91806636;80.49884378;4.721846076;75.94499325;84.9097475
CID=-483908477;3;65;0;4;59;11.8;0.779038997;140.5554499;12.76975577;82.66486197;247.9575812;214.0895926;34220.77827;1.600688392;0.041607255;2.522236752;83.40614363;210.3700408;3;65;4;59;241.4641341;1436.71329;72.99819845;5.950007009;0.910583331;110;139.1663131;30.62298736;588.9946778;40.80471864;0.280037304;42.42298736;82.66486197;10;83.65240807;83.40614374
CID=1102378440;3;67.5;0;4;61.5;12.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1156339153;3;69.99;0;4;63.99;12.798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1257095702;6;-5;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-685429002;6;-2.5;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-584672453;6;0;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=436964460;6;2.5;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=2023251377;6;5;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1606309366;6;7.5;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1505552817;6;10;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-483915904;6;12.5;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1102371013;6;15;0;4;11;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1156331726;6;17.5;0;4;11.5;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1257088275;6;20;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-685427977;6;22.5;0;4;16.5;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-584671428;6;25;0;4;19;3.8;0.779155782;140.5359484;14.1407808;49.73250275;227.9907516;216.140503;20655.95541;0.646575223;0.009230111;8.528433742;12.6160668;107.5952898;6;25;4;19;268.5935418;498.5780826;33.32254032;1.856254917;0.722358508;109.9998126;26.53548097;15.14978966;365.943784;0.035413135;0.000209758;18.94978966;49.73250275;5.000468408;9.429658448;25.82300644
CID=436965485;6;27.5;0;4;21.5;4.3;0.779155782;140.5359484;14.1407808;51.99439396;229.433309;216.140503;21660.88875;0.682378032;0.009972859;7.689023814;14.56747976;112.0096988;6;27.5;4;21.5;268.5935418;537.3761508;35.83945911;2.000703916;0.738266017;107.4425487;29.9797027;16.30448093;379.915469;0.838477781;0.005011289;20.60448093;51.99439396;8.870065317;10.97612146;31.11508697
CID=2023252402;6;30;0;4;24;4.8;0.779155782;140.5359484;14.1407808;54.25030374;230.8494054;216.140503;22865.1055;0.763914403;0.011127844;7.003117976;17.65931337;123.6702549;6;30;4;24;268.5935418;578.4112193;38.35623214;2.153481485;0.760890103;109.999997;35.26205792;17.448465;394.1541805;1.856146887;0.011194853;22.248465;54.25030374;5.000014946;12.63101617;35.49211235
CID=-1606308341;6;32.5;0;4;26.5;5.3;0.779155782;140.5359484;14.1407808;56.500491;232.2392389;216.140503;23985.03282;0.851984219;0.012485681;6.417380458;21.19412614;136.0107709;6;32.5;4;26.5;268.5935418;621.7653459;40.83670727;2.314893135;0.783326046;110;41.10822488;18.58196973;408.6589733;3.117258808;0.018974626;23.88196973;56.500491;5;14.73891264;41.77309017
CID=-1505551792;6;35;0;4;29;5.8;0.779155782;140.5359484;14.1407808;58.745209;233.6030023;216.140503;24932.59903;0.910322432;0.01376602;5.882263603;24.35804929;143.2804668;6;35;4;29;268.5935418;667.521983;43.36497907;2.485249565;0.800710955;110;46.21920921;19.70522258;423.4289712;4.477030673;0.027506298;25.50522258;58.745209;5;17.54605745;48.80735649
CID=-483914879;6;37.5;0;4;31.5;6.3;0.779155782;140.5359484;14.1407808;60.984706;234.9408827;216.140503;25831.72351;0.968536838;0.015170752;5.415571977;27.74851958;150.274105;6;37.5;4;31.5;268.5935418;715.7660593;45.88777075;2.664866975;0.816893826;110;51.60953907;20.81845118;438.4633861;6.012376226;0.037288818;27.11845118;60.984706;5;20.00986098;56.11716861
CID=1102372038;6;40;0;4;34;6.8;0.779155782;140.5359484;14.1407808;63.21922582;236.2530618;216.140503;26763.12086;1.056132047;0.017003344;5.017229991;32.1900853;161.5050614;6;40;4;34;268.5935418;766.5840786;48.36848012;2.854067427;0.83481955;110;58.58484601;21.92188393;453.7615373;7.949842449;0.049777306;28.72188393;63.21922582;5;22.59835047;63.88428293
CID=1156332751;6;42.5;0;4;36.5;7.3;0.779155782;140.5359484;14.1407808;65.44900824;237.5397153;216.140503;27531.29759;1.114082947;0.01867109;4.66022738;36.02459941;167.8828245;6;42.5;4;36.5;268.5935418;820.0642337;50.83733035;3.053179269;0.847767662;110;64.56216567;23.01575048;469.3228708;9.893258075;0.062546637;30.31575048;65.44900824;5;26.06218912;69.4444037
CID=1257089300;6;45;0;4;39;7.8;0.779155782;140.5359484;14.1407808;67.67428903;238.8010133;216.140503;28142.28858;1.142468603;0.020094832;4.341368386;39.07016703;169.617988;6;45;4;39;268.5935418;876.2965275;53.28606977;3.262537593;0.856633937;110;69.29561735;24.10028196;485.1469756;11.73029998;0.074889038;31.90028196;67.67428903;5;29.39707717;77.59088909
CID=-685418500;6;47.5;0;4;41.5;8.3;0.779155782;140.5359484;14.1407808;69.89529938;240.03712;216.140503;28870.14455;1.200112756;0.02206967;4.040089493;43.44228877;175.5107344;6;47.5;4;41.5;268.5935418;935.3728936;55.85860331;3.482484677;0.867494013;110;76.08551558;25.17571094;501.2335966;14.02774239;0.090447297;33.47571094;69.89529938;5;33.29029346;85.20785954
CID=-584661951;6;50;0;4;44;8.8;0.779155782;140.5359484;14.1407808;72.11226467;241.2481934;216.140503;29646.74304;1.286996371;0.024613623;3.773836996;49.11813103;185.3638201;6;50;4;44;268.5935418;997.3873073;58.41119653;3.713370398;0.878864727;110;84.91327178;26.24227099;517.5826402;16.91660799;0.110173056;35.04227099;72.11226467;5;37.24388999;90.13254643
CID=436974962;6;52.5;0;4;46.5;9.3;0.779155782;140.5359484;14.1407808;74.3254025;242.434386;216.140503;30313.43838;1.344266587;0.02696169;3.524327753;54.09181961;190.6373011;6;52.5;4;46.5;268.5935418;1062.435878;61.02215175;3.955552583;0.88678514;110;92.67635836;27.30019587;534.1941739;19.67861757;0.129469689;36.60019587;74.3254025;5;42.18985125;90.13248653
CID=2023261879;6;55;0;4;49;9.8;0.779155782;140.5359484;14.1407808;76.5349201;243.595845;216.140503;30854.19475;1.372103569;0.028934717;3.305829626;57.9440988;191.5533184;6;55;4;49;268.5935418;1130.616924;63.5524473;4.209397278;0.891855573;109.4940502;98.71211528;28.34971857;551.0684204;22.19157705;0.147513482;38.14971857;76.5349201;7.529749129;46.57786701;90.13253045
CID=-1606298864;6;57.5;0;4;51.5;10.3;0.779155782;140.5359484;14.1407808;78.74101137;244.7327131;216.140503;31459.51208;1.42915146;0.031505193;3.111728163;63.10470379;196.364684;6;57.5;4;51.5;268.5935418;1202.031033;66.04516223;4.475278984;0.897456577;109.7695701;106.8326654;29.39107021;568.2057484;25.36264512;0.170360256;39.69107021;78.74101137;6.920251565;52.37602019;90.1325078
CID=-1505542315;6;60;0;4;54;10.8;0.779155782;140.5359484;14.1407808;80.94385387;245.8451304;216.140503;32091.77058;1.485879188;0.034395966;2.918397006;68.83432472;200.8858872;6;60;4;54;268.5935418;1276.78113;68.7060527;4.7535809;0.902379383;109.6798516;115.8968596;30.42447926;585.6066648;28.77285239;0.195320828;41.22447926;80.94385387;10;59.52637893;90.13256772
CID=-483905402;6;62.5;0;4;56.5;11.3;0.779155782;140.5359484;14.1407808;83.1436062;246.9332368;216.140503;32845.94285;1.600875115;0.038637671;2.745923854;77.53726386;212.9114224;6;62.5;4;56.5;268.5935418;1354.972569;71.33403588;5.044695269;0.907880166;109.4270656;129.7590685;31.45017129;603.2718139;33.65544782;0.230927786;42.75017129;83.1436062;9.774453463;66.31574303;90.13256302
CID=1102381515;6;65;0;4;59;11.8;0.779155782;140.5359484;14.1407808;85.34040608;247.9971748;216.140503;33736.57457;1.773940719;0.044428164;2.592151549;89.51313745;232.0316179;6;65;4;59;268.5935418;1436.71329;73.9118335;5.349023958;0.912758121;110;149.0001995;32.46836933;621.201989;40.31433393;0.27964067;44.26836933;85.34040608;5;74.02849337;90.13255943
CID=1156342228;6;67.5;0;4;61.5;12.3;0.779155782;140.5359484;14.1407808;87.53436951;249.0370935;216.140503;33913.76153;1.719855467;0.045456615;2.453985742;90.13253742;221.1839617;6;67.5;4;61.5;268.5935418;1522.114066;76.38046518;5.666979393;0.912948457;109.1535353;149.9999502;33.47929532;639.3981609;42.11467849;0.295366189;45.77929532;87.53436951;10;85.45508293;90.13256614
CID=1257098777;6;69.99;0;4;63.99;12.798;0.779155782;140.5359484;14.1407808;89.71683158;250.0491344;216.140503;34112.81652;1.654350487;0.046241347;2.32046067;90.13256074;209.1490623;6;69.99;4;63.99;268.5935418;1610.92452;78.92109639;5.997629389;0.912948464;108.2725581;149.9999878;34.47917065;657.7871406;43.50374439;0.308523898;47.27717065;89.71683158;10;90.13255703;90.13254919
CID=-685417475;9;-5;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-584660926;9;-2.5;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=436975987;9;0;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=2023262904;9;2.5;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1606297839;9;5;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1505541290;9;7.5;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-483904377;9;10;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1102382540;9;12.5;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1156343253;9;15;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1257099802;9;17.5;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1638880473;9;20;0;4;14;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1352124908;9;22.5;0;4;16.5;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1533693361;9;25;0;4;19;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-229731446;9;27.5;0;4;21.5;4.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=718000109;9;30;0;4;24;4.8;0.779370705;140.4676715;15.62574577;56.49359154;230.9151783;218.1793716;21322.48906;0.746891933;0.010352778;7.909446483;15.26804753;120.7618048;9;30;4;24;298.0033783;578.4112193;38.1085803;1.940955242;0.743659008;109.4533526;31.1935955;19.08108416;415.1728524;0.114805789;0.000697424;23.88108416;56.49359154;6.366618494;11.15635228;31.91272673
CID=2021962024;9;32.5;0;4;26.5;5.3;0.779370705;140.4676715;15.62574577;58.7725224;232.3055118;218.1793716;22408.41626;0.811666863;0.011425046;7.177728988;18.02593236;129.3852572;9;32.5;4;26.5;298.0033783;621.7653459;40.60198076;2.086437239;0.763378741;109.999995;35.87677952;20.2288499;430.451128;1.097960044;0.006732953;25.5288499;58.7725224;5.000020832;13.16851123;37.99388652
CID=1840393571;9;35;0;4;29;5.8;0.779370705;140.4676715;15.62574577;61.04615018;233.6697744;218.1793716;23397.09684;0.876319795;0.0126194;6.555322411;21.00567199;137.6989524;9;35;4;29;298.0033783;667.521983;43.07095016;2.239981261;0.782214005;109.9999935;40.80062054;21.3662721;446.008751;2.26134249;0.013999798;27.1662721;61.04615018;5.000032659;15.29774812;42.89813566
CID=-1150611810;9;37.5;0;4;31.5;6.3;0.779370705;140.4676715;15.62574577;63.3147276;235.0081536;218.1793716;24333.31241;0.940847448;0.013939121;6.017813412;24.21211743;145.704005;9;37.5;4;31.5;298.0033783;715.7660593;45.52690975;2.401872299;0.799960054;109.999998;45.98542943;22.49357937;461.8448914;3.610938922;0.022571665;28.79357937;63.3147276;5.000020099;17.83927301;50.12552982
CID=-814326095;9;40;0;4;34;6.8;0.779370705;140.4676715;15.62574577;65.57850327;236.3208315;218.1793716;25249.2861;1.005210943;0.015423141;5.528965061;27.74408248;153.3960627;9;40;4;34;298.0033783;766.5840786;48.05852245;2.572400632;0.816874152;110;51.60252929;23.61100114;477.9588321;5.15295107;0.032526743;30.41100114;65.57850327;5;20.30412556;57.79256166
CID=489635820;9;42.5;0;4;36.5;7.3;0.779370705;140.4676715;15.62574577;67.83772205;237.6079843;218.1793716;26238.87257;1.101995633;0.017409484;5.097800058;32.49947809;165.6758413;9;42.5;4;36.5;298.0033783;820.0642337;50.62296639;2.751862205;0.835945276;110;59.06827861;24.71876816;494.3499894;7.102732687;0.045279922;32.01876816;67.83772205;5;23.71066704;66.13056601
CID=1638881498;9;45;0;4;39;7.8;0.779370705;140.4676715;15.62574577;70.09262493;238.8697825;218.1793716;27007.98142;1.166095633;0.01915681;4.738497319;36.44263085;172.6833086;9;45;4;39;298.0033783;876.2965275;53.04385493;2.940559038;0.849054464;110;65.21236467;25.81711274;511.0179307;9.092894227;0.058550964;33.61711274;70.09262493;5;26.63234091;71.93303867
CID=-1352123883;9;47.5;0;4;41.5;8.3;0.779370705;140.4676715;15.62574577;72.34344836;240.1063907;218.1793716;27717.99736;1.230072252;0.021027533;4.422790431;40.56007748;179.3887226;9;47.5;4;41.5;298.0033783;935.3728936;55.43136732;3.138799631;0.860566248;110;71.60943438;26.90626868;527.9623871;11.29676612;0.073484437;35.20626868;72.34344836;5;30.16252564;80.37349714
CID=-1533692336;9;50;0;4;44;8.8;0.779370705;140.4676715;15.62574577;74.59042278;241.3179678;218.1793716;28551.20896;1.326286345;0.023584542;4.114590971;46.28408106;190.440062;9;50;4;44;298.0033783;997.3873073;57.99218415;3.346899331;0.873533569;110;80.50221356;27.98647087;545.18326;14.06488781;0.092437039;36.78647087;74.59042278;5;34.07746639;88.99321951
CID=-229730421;9;52.5;0;4;46.5;9.3;0.779370705;140.4676715;15.62574577;76.83377029;242.5046667;218.1793716;29339.75398;1.422278776;0.026363275;3.839743342;52.35580372;201.0328488;9;52.5;4;46.5;298.0033783;1062.435878;60.53631445;3.56518065;0.884210804;110;89.96317821;29.0579544;562.6806206;17.15586239;0.113933558;38.3579544;76.83377029;5;38.30717901;90.1325412
CID=718001134;9;55;0;4;49;9.8;0.779370705;140.4676715;15.62574577;79.07370169;243.6666353;218.1793716;29799.44521;1.420719801;0.027921829;3.582084484;55.17183653;197.6301796;9;55;4;49;298.0033783;1130.616924;63.11909124;3.793973512;0.888292392;110;94.3663754;30.12095362;580.4547035;19.26779979;0.129319219;39.92095362;79.07370169;5;42.99987232;90.13248983
CID=2021963049;9;57.5;0;4;51.5;10.3;0.779370705;140.4676715;15.62574577;81.31041297;244.8040169;218.1793716;30443.92584;1.483905153;0.030583785;3.35383385;60.55772648;203.1005529;9;57.5;4;51.5;298.0033783;1202.031033;65.68898013;4.033615457;0.894847347;109.9999976;102.819712;31.17570104;598.5058969;22.40605134;0.152003047;41.47570104;81.31041297;5.000030376;48.3393033;90.13256765
CID=1840394596;9;60;0;4;54;10.8;0.779370705;140.4676715;15.62574577;83.54408182;245.9169525;218.1793716;31030.67552;1.546937984;0.033398402;3.151043807;66.09633395;208.2724438;9;60;4;54;298.0033783;1276.78113;68.21437781;4.284451866;0.900177785;109.9999908;111.5590627;32.2224265;616.8347348;25.80034135;0.17694338;43.0224265;83.54408182;5.000051942;53.03794741;90.13252197
CID=-1150610785;9;62.5;0;4;56.5;11.3;0.779370705;140.4676715;15.62574577;85.77486436;247.0055825;218.1793716;31638.54156;1.609761747;0.036421681;2.964289617;71.90245838;213.1397108;9;62.5;4;56.5;298.0033783;1354.972569;70.75423439;4.546836272;0.904557246;109.9905071;120.7712214;33.26135692;635.441896;29.46084723;0.20428835;44.56135692;85.77486436;5.237126019;59.77558503;90.1325181
CID=-814325070;9;65;0;4;59;11.8;0.779370705;140.4676715;15.62574577;88.0028927;248.0700502;218.1793716;32161.92132;1.639974966;0.039132802;2.781787262;76.74424618;213.4861664;9;65;4;59;298.0033783;1436.71329;73.4098791;4.821130882;0.907459756;109.3531001;128.491449;34.2927167;654.3282158;32.7562291;0.229694761;46.0927167;88.0028927;10;67.23357394;90.13254584
CID=489636845;9;67.5;0;4;61.5;12.3;0.779370705;140.4676715;15.62574577;90.22827356;249.110505;218.1793716;32894.16409;1.766771088;0.04403153;2.617772989;86.35596045;226.0603007;9;67.5;4;61.5;298.0033783;1522.114066;76.0521068;5.10770742;0.911705113;109.3237196;143.9109051;35.31672913;673.4947171;38.32180815;0.271789736;47.61672913;90.22827356;9.999988981;74.5653144;90.13254845
CID=1638874071;9;69.99;0;4;63.99;12.798;0.779370705;140.4676715;15.62574577;92.44220192;250.1230868;218.1793716;33277.5927;1.764856503;0.046493813;2.462018993;90.13255468;221.9080616;9;69.99;4;63.99;298.0033783;1610.92452;78.72033771;5.405725698;0.912948462;108.8138568;149.999978;36.32956509;692.8643078;41.40051563;0.297012883;49.12756509;92.44220192;10;83.17728856;90.13256792
CID=-1352131310;12;-5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1533699763;12;-2.5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-229737848;12;0;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=717993707;12;2.5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=2021955622;12;5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1840387169;12;7.5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1150618212;12;10;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-814332497;12;12.5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=489629418;12;15;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1638875096;12;17.5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1352130285;12;20;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1533698738;12;22.5;0;4;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-229736823;12;25;0;4;19;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=717994732;12;27.5;0;4;21.5;4.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=2021956647;12;30;0;4;24;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=1840388194;12;32.5;0;4;26.5;5.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CID=-1150617187;12;35;0;4;29;5.8;0.779675181;140.3492395;17.23186792;63.33081903;233.7643928;220.2049785;21930.78673;0.858942167;0.011710497;7.355265183;18.31964275;134.7458305;12;35;4;29;329.8170183;667.521983;42.8716665;2.023916129;0.765344358;109.1631801;36.36770463;23.00807025;469.2122229;0.225670974;0.001407914;28.80807025;63.33081903;7.09204972;13.36287387;38.92711489
CID=-814331472;12;37.5;0;4;31.5;6.3;0.779675181;140.3492395;17.23186792;65.62868404;235.1034786;220.2049785;22943.90672;0.930224571;0.01298226;6.70605606;21.4419125;143.7906673;12;37.5;4;31.5;329.8170183;715.7660593;45.33138976;2.170191408;0.784774551;109.9999946;41.51206947;24.14934334;485.8722337;1.384605602;0.008723994;30.44934334;65.62868404;5.000026969;15.33314151;43.9673448
CID=489630443;12;40;0;4;34;6.8;0.779675181;140.3492395;17.23186792;67.92194294;236.416863;220.2049785;23873.72579;1.001380062;0.014381788;6.153137047;24.78300003;152.4931956;12;40;4;34;329.8170183;766.5840786;47.75752156;2.324270841;0.802870915;110;46.89903731;25.28064132;502.8244973;2.747975645;0.017488284;32.08064132;67.92194294;5;18.0091278;51.32484886
CID=1638884573;12;42.5;0;4;36.5;7.3;0.779675181;140.3492395;17.23186792;70.21084716;237.704723;220.2049785;24798.61683;1.072348193;0.015968075;5.64482816;28.49439012;160.8459358;12;42.5;4;36.5;329.8170183;820.0642337;50.28098012;2.486421829;0.820148224;110;52.786491;26.40219596;520.0683997;4.322760297;0.027790636;33.70219596;70.21084716;5;21.19811448;59.48464954
CID=-1352120808;12;45;0;4;39;7.8;0.779675181;140.3492395;17.23186792;72.49564445;238.9672296;220.2049785;25803.03651;1.179065266;0.018082349;5.204582328;33.46261703;174.1589453;12;45;4;39;329.8170183;876.2965275;52.80518354;2.656917257;0.8393553;110;60.57171106;27.5142407;537.6034857;6.307381254;0.040968403;35.3142407;72.49564445;5;24.0843756;67.92141175
CID=-1533689261;12;47.5;0;4;41.5;8.3;0.779675181;140.3492395;17.23186792;74.77657798;240.2045483;220.2049785;26705.34828;1.285585803;0.02039296;4.824397268;38.75316994;186.9606872;12;47.5;4;41.5;329.8170183;935.3728936;55.27955568;2.836035868;0.855764288;110;68.80323361;28.61701049;555.4294724;8.614678509;0.05654093;36.91701049;74.77657798;5;27.10807766;76.89410401
