;Step SST;Step SDT;Percent Power;;Subcooling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;2.5;0;;6;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;11;11
;INPUT BLOCK;;;;;;OUTPUT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CID;SST Verd. Temp;SDT Kond. Temperatur;Value Power;SSH Superheat;LLT Leaving Liquid Temp;tapp T approach Economizer;ENTROPY_SUCTION;SPEED_SOUND;DENSITY_SUCTION;ENTHALPY_LIQUID_CONDENSER_EXIT;ENTHALPY_DISCHARGE_ISENTROPIC;ENTHALPY_SUCTION;SPEED_COMPRESSOR;MASS_FLOW_RATE_EVAPORATOR;MASS_FLOW_RATE_MOTOR_COOLING;COEFFICIENT_OF_PERFORMANCE;POWER_INPUT_ELECTRICAL;CAPACITY_EVAPORATOR;TEMPERATURE_SUCT_SAT;TEMPERATURE_DISCH_SAT;TEMPERATURE_SUCT_SUPER_HEAT;TEMPERATURE_CONDENSER_LIQUID_LEAVING;PRESSURE_SUCT_ABSOLUTE;PRESSURE_DISCH_ABSOLUTE;TEMPERATURE_DISCH;PRESSURE_RATIO;POWER_FACTOR;IGV_ANGLE;INPUT_CURRENT;ECON_SAT_TEMP;ECON_INTERSTAGE_P;ECON_CAPACITY;ECON_MASS_FLOW;TEMPERATURE_ECO_LIQUID_LEAVING;ENTHALPY_LIQUID_ECO_EXIT;TOLERANCE;POWER_INPUT_ELECTRICAL;POWER_INPUT_ELECTRICAL
CID=1111586551;-15;0;4.430698345;4;-6;0;0.780912623;139.7222318;6.578452783;16.6012903;212.5503676;201.5939393;19735.23215;0.172398173;0.006837532;7.198048082;4.430700425;31.8923947;-15;0;4;-6;120.0066092;216.4944088;12.12621448;1.804020714;0.638980096;28.5396054;10.53515265;0;0;0;0;0;0;10;4.430698345;11.03289685
CID=1212343100;-15;2.5;5.286730382;4;-3.5;0;0.780912623;139.7222318;6.578452783;19.8464382;214.2738034;201.5939393;20805.04866;0.19271471;0.006861913;6.625152862;5.286733418;35.02541704;-15;2.5;4;-3.5;120.0066092;237.1557572;15.50520665;1.976189135;0.649136208;54.31686865;12.37392141;0;0;0;0;0;0;10;5.286730382;13.70494552
CID=-1496337279;-15;5;6.182272166;4;-1;0;0.780912623;139.7222318;6.578452783;23.10639872;215.9685303;201.5939393;22223.23258;0.213543769;0.00705402;6.165190525;6.182274828;38.11490219;-15;5;4;-1;120.0066092;259.3030423;18.32454383;2.16073968;0.65936843;46.06358693;14.24544215;0;0;0;0;0;0;10;6.182272166;16.19561952
CID=89949638;-15;7.5;7.229856844;4;1.5;0.3;0.780912623;139.7222318;6.578452783;26.38171718;217.6347823;201.5939393;23424.11011;0.228172271;0.00736248;5.52964541;7.229861543;39.9785707;-15;7.5;4;1.5;120.0066092;283.0057566;22.04140517;2.358251421;0.670848394;51.24975627;16.37424831;0;0;0;0;0;0;10;7.229856844;19.37537193
CID=2032466915;-15;10;8.574741856;4;4;0.8;0.780912623;139.7222318;6.578452783;29.67294474;219.2727928;201.5939393;24387.515;0.254149402;0.007810475;5.095616882;8.574745494;43.69361789;-15;10;4;4;120.0066092;308.3346683;25.19138621;2.56931406;0.68484813;65.31090997;19.0231635;0;0;0;0;0;0;10;8.574741856;23.08609027
CID=2133223464;-15;12.5;10.09212807;4;6.5;1.3;0.780912623;139.7222318;6.578452783;32.98064018;220.8827942;201.5939393;25518.28176;0.281164047;0.008370538;4.69752054;10.09213205;47.40799761;-15;12.5;4;6.5;120.0066092;335.3618017;28.32263654;2.794527768;0.699701391;91.11963132;21.91421727;0;0;0;0;0;0;10;10.09212807;27.07342272
CID=190709386;-15;15;11.56755525;4;9;1.8;0.780912623;139.7222318;6.578452783;36.30537198;222.4650164;201.5939393;26685.25648;0.300614674;0.008972885;4.295474362;11.56756265;49.68816879;-15;15;4;9;120.0066092;364.160422;31.68049366;3.034503054;0.713243779;66.62224011;24.64107463;0;0;0;0;0;0;10;11.56755525;30.09788218
CID=291465935;-15;17.5;13.35752046;4;11.5;2.3;0.780912623;139.7222318;6.578452783;39.64772049;224.019687;201.5939393;27710.99977;0.327191739;0.009719333;3.966861346;13.35752886;52.98746491;-15;17.5;4;11.5;120.0066092;394.8050249;34.83178327;3.289860681;0.728560491;62.56563986;27.85584138;0;0;0;0;0;0;10;13.35752046;34.27669524
CID=1877752852;-15;20;15.33913918;4;14;2.8;0.780912623;139.7222318;6.578452783;43.0082804;225.54703;201.5939393;29040.96704;0.35269074;0.010578861;3.646336215;15.3391487;55.93169342;-15;20;4;14;120.0066092;427.3713314;38.219303;3.561231622;0.744197321;54.28254608;31.31619086;0;0;0;0;0;0;10;15.33913918;38.24217233
CID=-830927527;-15;22.5;17.6717747;4;16.5;3.3;0.780912623;139.7222318;6.578452783;46.38766355;227.0472657;201.5939393;29698.74132;0.388221991;0.011611383;3.409644772;17.67177913;60.25448931;-15;22.5;4;16.5;120.0066092;461.9362892;41.03712544;3.849257074;0.760975367;60.97663722;35.28299573;0;0;0;0;0;0;10;17.6717747;39.91894737
